Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Is_parent,Household,Age,Seniority,Total_Spent,Total_Accepted_Campaigns,Total_purchases
Graduation,Together,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,0,0,Parent,4,38,109,20,0,4
Graduation,Single,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,Not Parent,1,60,582,570,0,19
Graduation,Together,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,Parent,3,42,92,769,0,21
UnderGraduation,Together,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,Parent,3,36,301,55,0,7
PostGraduation,Single,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,0,1,Not Parent,1,34,420,1808,2,18
Graduation,Together,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,Parent,3,42,325,55,0,7
Graduation,Single,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,0,1,Not Parent,1,53,14,577,1,18
Graduation,Together,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,Not Parent,2,51,437,162,0,8
Graduation,Together,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,Parent,3,55,403,1957,4,20
UnderGraduation,Single,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,0,Parent,2,55,439,1576,0,24
Graduation,Together,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,0,0,Parent,5,60,418,1616,2,17
Graduation,Single,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,0,Parent,4,52,533,36,0,6
PostGraduation,Single,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,0,Parent,2,56,414,1482,0,22
Graduation,Together,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,Parent,3,30,120,22,0,5
PostGraduation,Single,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,0,Parent,3,38,219,63,0,6
Graduation,Single,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,Not Parent,1,22,657,680,0,18
PostGraduation,Together,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,0,Parent,4,47,420,542,0,20
UnderGraduation,Together,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,Parent,3,34,270,50,0,7
Graduation,Together,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,0,0,Parent,4,47,500,39,0,6
Graduation,Together,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,0,Parent,3,58,457,1043,0,28
PostGraduation,Single,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,Parent,2,42,430,385,0,14
Graduation,Single,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,Not Parent,1,34,644,1633,0,27
UnderGraduation,Single,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,0,Parent,2,34,362,46,0,5
Graduation,Single,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,0,0,Parent,2,37,100,761,1,20
Graduation,Together,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,Parent,4,64,328,76,0,9
Graduation,Together,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,0,Parent,3,40,577,290,0,14
Graduation,Single,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,Parent,2,26,48,89,0,11
Graduation,Together,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,Parent,3,33,596,70,0,11
UnderGraduation,Together,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,Not Parent,2,54,337,1066,0,17
Graduation,Together,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,0,1,Not Parent,2,44,167,2009,3,19
UnderGraduation,Single,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,Not Parent,1,23,638,1345,0,19
PostGraduation,Single,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,0,Parent,2,58,552,764,0,23
Graduation,Single,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,0,Parent,2,51,249,195,0,11
Graduation,Together,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,Parent,4,34,415,53,0,11
Graduation,Single,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,0,0,Parent,2,40,381,368,0,13
PostGraduation,Together,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,0,Parent,3,60,169,544,0,20
UnderGraduation,Together,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,0,0,Not Parent,2,57,600,1853,2,25
PostGraduation,Together,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,0,0,Parent,4,48,34,35,1,6
PostGraduation,Together,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,0,1,Parent,3,40,104,446,2,18
Graduation,Single,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,Parent,2,35,454,1180,0,31
PostGraduation,Together,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,0,0,Parent,3,41,117,41,0,5
Graduation,Together,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,Parent,4,29,495,727,0,22
Graduation,Together,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,Parent,4,48,633,40,0,6
UnderGraduation,Together,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,Not Parent,2,25,420,1062,1,26
Graduation,Together,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,Parent,3,45,154,40,0,7
PostGraduation,Together,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,0,Parent,4,45,134,292,0,17
Graduation,Together,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,Not Parent,2,27,536,15,0,4
UnderGraduation,Together,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,Parent,3,25,633,341,0,17
UnderGraduation,Single,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,Parent,2,39,194,369,0,13
PostGraduation,Together,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,0,Parent,3,41,383,401,0,17
PostGraduation,Single,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,0,0,Parent,2,48,460,393,0,17
PostGraduation,Single,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,Parent,3,28,278,10,0,4
Graduation,Together,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,0,Parent,3,36,419,486,0,16
Graduation,Together,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,Parent,3,35,620,69,0,7
PostGraduation,Together,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,0,0,Not Parent,2,31,274,1727,2,17
Graduation,Single,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,0,0,Parent,2,55,174,995,1,16
Graduation,Together,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,Parent,3,38,18,45,0,10
UnderGraduation,Single,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,0,0,Parent,3,33,86,182,0,12
PostGraduation,Together,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,Parent,3,36,266,989,0,23
Graduation,Together,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,0,0,Not Parent,2,61,285,1677,3,18
PostGraduation,Single,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,0,0,Parent,3,43,364,595,0,23
Graduation,Together,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,Parent,3,31,500,156,0,9
PostGraduation,Single,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,Not Parent,1,58,85,1226,0,28
UnderGraduation,Together,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,Parent,3,36,528,128,0,11
Graduation,Single,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,0,1,Parent,2,42,139,86,1,9
Graduation,Together,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,0,0,Parent,3,39,621,68,0,7
Graduation,Single,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,Parent,3,39,341,16,0,4
UnderGraduation,Together,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,0,0,Parent,4,33,10,55,0,7
PostGraduation,Single,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,1,Not Parent,1,42,655,2114,0,22
PostGraduation,Together,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,Not Parent,2,44,362,2018,0,19
PostGraduation,Single,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,0,0,Parent,4,61,580,263,0,15
Graduation,Together,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,0,0,Parent,4,55,200,55,0,7
Graduation,Together,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,0,0,Parent,4,52,454,564,0,24
PostGraduation,Single,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,Not Parent,1,36,195,1281,0,20
Graduation,Together,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,0,0,Parent,3,41,505,83,1,7
PostGraduation,Single,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,0,0,Parent,3,49,659,353,0,18
Graduation,Together,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,Not Parent,2,31,166,1003,0,25
UnderGraduation,Single,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,Parent,2,23,60,14,0,4
PostGraduation,Single,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,0,1,Not Parent,1,71,513,902,1,24
PostGraduation,Single,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,0,0,Parent,2,42,564,1139,0,25
Graduation,Together,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,0,1,Parent,3,58,326,797,0,20
Graduation,Single,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,0,0,Parent,2,56,157,1638,0,25
PostGraduation,Together,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,Parent,3,40,322,401,0,17
Graduation,Single,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,Parent,2,28,250,84,0,11
Graduation,Together,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,Not Parent,2,56,508,928,0,18
Graduation,Single,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,0,0,Parent,2,44,317,203,0,11
Graduation,Together,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,Not Parent,2,47,350,858,0,16
Graduation,Together,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,Not Parent,2,41,207,409,0,13
Graduation,Together,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,0,0,Parent,5,45,462,282,0,16
Graduation,Single,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,Not Parent,1,37,81,1423,0,18
Graduation,Single,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,0,1,Not Parent,1,53,220,1449,1,18
Graduation,Single,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,Parent,2,43,209,28,0,4
Graduation,Together,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,Parent,3,40,176,67,0,6
PostGraduation,Together,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,Not Parent,2,28,111,199,0,10
PostGraduation,Single,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,Not Parent,1,48,365,1453,0,22
Graduation,Together,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,Not Parent,2,22,234,1253,0,19
PostGraduation,Single,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,1,Parent,2,51,520,1198,0,31
PostGraduation,Together,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,0,1,Parent,3,42,350,178,0,10
Graduation,Single,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,0,1,Not Parent,1,20,573,1990,1,18
Graduation,Together,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,Not Parent,2,60,414,976,0,14
PostGraduation,Together,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,Not Parent,2,54,185,1001,0,15
PostGraduation,Together,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,Not Parent,2,32,326,1919,2,20
UnderGraduation,Single,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,0,Parent,2,60,224,350,0,14
PostGraduation,Single,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,Not Parent,1,60,407,1650,1,25
PostGraduation,Together,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,0,0,Parent,4,59,77,46,2,5
Graduation,Single,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,Not Parent,1,21,438,1228,0,19
PostGraduation,Single,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,0,1,Parent,2,45,521,95,0,7
PostGraduation,Together,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,0,Parent,4,66,56,62,0,9
Graduation,Together,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,Parent,3,28,42,1761,1,26
PostGraduation,Together,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,Not Parent,2,35,667,467,0,16
Graduation,Together,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,Not Parent,2,36,139,1149,1,19
UnderGraduation,Single,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,0,Not Parent,1,32,181,2052,1,19
Graduation,Single,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,Not Parent,1,21,56,1127,0,16
PostGraduation,Together,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,0,0,Parent,3,38,224,1416,0,21
PostGraduation,Together,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,Not Parent,2,40,82,1113,0,20
Graduation,Single,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,Parent,2,25,139,125,0,7
PostGraduation,Single,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,0,Parent,2,63,686,966,1,25
UnderGraduation,Together,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,Parent,3,25,554,32,0,5
Graduation,Single,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,Not Parent,1,62,38,833,0,19
PostGraduation,Together,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,Parent,3,43,35,46,0,8
Graduation,Together,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,Not Parent,2,43,248,960,0,17
PostGraduation,Together,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,Parent,3,44,403,1829,1,30
Graduation,Single,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,0,0,Parent,2,43,350,779,0,26
PostGraduation,Single,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,Parent,2,39,324,811,0,23
UnderGraduation,Single,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,0,0,Parent,3,62,384,1120,0,22
PostGraduation,Together,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,0,Parent,3,52,344,725,0,20
Graduation,Single,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,0,1,Not Parent,1,31,397,1187,1,12
Graduation,Together,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,Not Parent,2,61,482,2302,3,18
UnderGraduation,Single,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,Not Parent,1,28,554,66,0,9
PostGraduation,Together,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,0,0,Not Parent,2,27,636,1250,2,19
UnderGraduation,Together,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,0,Parent,3,32,133,683,0,20
Graduation,Single,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,0,0,Parent,3,35,272,305,0,13
Graduation,Together,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,Parent,3,37,205,50,0,6
UnderGraduation,Single,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,0,Parent,2,39,636,995,0,16
PostGraduation,Together,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,Parent,3,35,50,41,0,6
PostGraduation,Together,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,0,0,Parent,4,38,52,77,1,9
PostGraduation,Single,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,0,1,Parent,3,41,516,171,0,12
PostGraduation,Single,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,Parent,3,43,414,131,0,7
PostGraduation,Together,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,0,0,Parent,4,38,49,54,0,5
PostGraduation,Together,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,0,0,Parent,4,38,504,53,0,12
Graduation,Together,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,0,1,Parent,3,49,575,475,0,16
Graduation,Single,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,0,0,Parent,2,62,681,694,0,22
Graduation,Together,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,0,0,Parent,4,41,53,96,0,8
PostGraduation,Single,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,0,0,Parent,2,57,428,361,0,16
Graduation,Single,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,0,0,Parent,2,47,646,1079,0,26
PostGraduation,Single,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,0,0,Parent,2,52,53,578,0,20
PostGraduation,Together,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,0,1,Parent,3,45,546,64,0,7
PostGraduation,Together,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,0,0,Parent,3,39,258,149,0,13
Graduation,Together,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,0,0,Parent,4,34,4,231,0,17
Graduation,Together,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,0,0,Parent,3,55,290,728,0,21
Graduation,Together,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,0,1,Not Parent,2,41,314,1778,2,23
Graduation,Together,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,Parent,3,41,625,93,0,10
PostGraduation,Together,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,1,Parent,3,40,442,23,0,4
Graduation,Together,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,Parent,3,34,624,662,0,24
Graduation,Together,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,Not Parent,2,26,147,1198,0,18
PostGraduation,Together,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,0,0,Parent,5,46,528,81,0,11
UnderGraduation,Together,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,1,0,Parent,3,26,594,92,0,10
UnderGraduation,Single,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,0,0,Parent,2,55,224,491,0,18
PostGraduation,Together,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,Not Parent,2,43,623,1564,0,24
Graduation,Together,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,Not Parent,2,52,146,926,0,24
PostGraduation,Together,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,Not Parent,2,55,697,1910,1,19
PostGraduation,Together,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,Parent,5,49,261,411,0,21
Graduation,Together,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,0,0,Parent,4,62,177,94,0,9
Graduation,Together,53103.0,70,729,17,133,11,0,195,5,10,6,7,7,0,0,Parent,3,60,290,1085,1,28
UnderGraduation,Single,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,0,0,Parent,3,54,352,23,0,4
Graduation,Single,4861.0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,Not Parent,1,49,7,6,0,0
PostGraduation,Single,33462.0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,Parent,2,35,326,54,0,6
Graduation,Single,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,0,0,Parent,2,36,258,1150,0,29
Graduation,Together,80763.0,17,674,168,108,192,42,231,1,5,11,6,3,0,1,Not Parent,2,64,318,1415,2,23
PostGraduation,Together,65352.0,43,284,3,84,4,7,23,2,4,2,8,4,0,0,Parent,3,40,312,405,0,16
PostGraduation,Together,82170.0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,Not Parent,2,36,216,1908,0,19
Graduation,Together,75759.0,46,1394,22,708,89,91,182,1,9,7,9,5,0,1,Not Parent,2,45,247,2486,3,26
UnderGraduation,Single,79689.0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,Not Parent,1,38,413,1315,0,27
PostGraduation,Single,35340.0,1,27,0,12,0,1,5,2,2,0,3,5,0,0,Parent,3,58,0,45,0,7
Graduation,Single,85683.0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,Not Parent,1,60,100,1789,4,17
UnderGraduation,Together,24884.0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,Parent,3,42,577,19,0,4
PostGraduation,Together,42021.0,34,393,5,136,7,5,27,5,10,1,6,9,0,0,Parent,3,33,667,573,1,22
Graduation,Single,64449.0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,Parent,2,25,131,805,0,24
Graduation,Single,64587.0,49,66,0,16,0,6,20,2,1,1,4,3,0,0,Parent,3,60,7,108,0,8
Graduation,Single,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,Not Parent,1,19,95,23,0,4
Graduation,Together,75437.0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,Not Parent,2,36,232,1493,1,23
Graduation,Together,26091.0,84,15,10,19,8,17,20,3,2,1,3,5,0,0,Parent,4,57,124,89,0,9
Graduation,Together,52845.0,7,384,25,292,130,41,64,3,8,8,6,6,0,0,Parent,3,41,320,936,1,25
Graduation,Single,46086.0,34,244,8,32,7,2,50,4,3,1,8,4,0,0,Parent,2,58,238,343,0,16
PostGraduation,Single,78028.0,38,158,19,288,25,0,38,1,6,4,9,7,0,1,Parent,2,58,657,528,2,20
PostGraduation,Single,95169.0,1,1285,21,449,106,20,20,1,4,3,4,1,0,1,Not Parent,1,27,263,1901,2,12
UnderGraduation,Together,56337.0,25,349,16,144,28,5,182,5,8,5,4,8,0,1,Parent,4,33,459,724,2,22
Graduation,Together,22434.0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,Parent,3,27,501,58,0,7
PostGraduation,Together,36930.0,50,223,2,31,0,2,39,5,5,2,4,8,0,0,Parent,3,60,408,297,0,16
Graduation,Single,36130.0,46,157,43,127,68,56,37,6,3,8,4,4,0,1,Parent,2,60,512,488,1,21
PostGraduation,Together,65569.0,96,397,46,288,20,38,70,2,6,5,10,3,0,0,Parent,3,61,601,859,0,23
Graduation,Together,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,Not Parent,2,62,413,1574,1,20
Graduation,Together,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,0,0,Parent,4,46,154,69,1,10
PostGraduation,Single,36736.0,52,10,0,3,0,0,4,1,1,0,2,6,0,0,Parent,3,51,415,17,0,4
Graduation,Together,77568.0,30,1230,0,396,232,178,158,1,10,2,8,5,0,0,Parent,3,35,673,2194,3,21
PostGraduation,Together,49187.0,63,81,1,31,2,1,0,1,1,1,5,2,0,0,Parent,3,38,169,116,0,8
Graduation,Single,30168.0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,Parent,2,36,479,279,0,18
PostGraduation,Together,34053.0,14,63,0,21,7,0,12,1,3,0,3,8,0,0,Parent,3,46,657,103,0,7
PostGraduation,Together,38196.0,20,30,0,11,0,0,3,3,2,0,4,5,0,0,Parent,4,43,72,44,0,9
PostGraduation,Together,59412.0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,Not Parent,2,63,71,406,0,15
UnderGraduation,Together,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,Not Parent,2,49,83,1363,1,20
Graduation,Together,54165.0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,Not Parent,2,45,397,236,0,11
Graduation,Together,32300.0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,Parent,3,41,542,39,0,5
Graduation,Single,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,Not Parent,1,38,494,137,0,8
Graduation,Together,34961.0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,Parent,3,41,10,79,0,10
PostGraduation,Together,28440.0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,Parent,3,40,357,63,0,6
PostGraduation,Together,64504.0,81,986,36,168,16,0,108,7,11,3,4,7,0,1,Parent,5,61,482,1314,0,25
PostGraduation,Together,33564.0,51,61,0,3,0,0,7,1,1,1,3,5,0,0,Parent,3,48,5,71,0,6
Graduation,Together,17345.0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,Parent,3,36,603,58,0,7
PostGraduation,Together,56320.0,11,201,53,172,116,77,83,3,5,4,9,4,0,0,Parent,3,47,447,702,0,21
Graduation,Single,28647.0,54,19,8,29,0,12,26,1,2,2,2,7,0,1,Parent,2,36,312,94,1,7
UnderGraduation,Single,15038.0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,Parent,2,27,516,80,0,7
PostGraduation,Single,32173.0,0,18,0,2,0,0,2,1,1,0,3,4,0,0,Parent,2,56,332,22,0,5
UnderGraduation,Together,68316.0,54,806,80,161,120,11,33,5,10,7,10,6,0,0,Parent,3,50,602,1211,0,32
Graduation,Together,74538.0,21,380,98,733,110,112,28,1,8,8,5,3,0,1,Not Parent,2,43,365,1461,1,22
Graduation,Single,91700.0,58,576,172,961,125,115,19,1,8,6,5,3,0,1,Not Parent,1,43,528,1968,0,20
Graduation,Together,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,Not Parent,2,45,4,1091,0,16
UnderGraduation,Together,31056.0,99,5,10,13,3,8,16,1,1,0,3,8,0,0,Parent,3,37,523,55,0,5
Graduation,Together,79593.0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,Not Parent,2,41,48,1366,1,19
Graduation,Single,28071.0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,Not Parent,1,34,669,313,0,13
PostGraduation,Together,37334.0,44,26,1,16,2,2,15,4,3,0,4,4,0,0,Parent,4,56,123,62,0,11
PostGraduation,Single,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,0,0,Parent,3,42,284,92,0,9
PostGraduation,Together,37126.0,9,45,3,9,4,4,7,1,1,2,2,6,0,1,Parent,3,43,91,72,1,6
Graduation,Together,47703.0,95,359,0,134,13,26,123,4,6,3,8,5,0,0,Parent,3,61,396,655,0,21
Graduation,Together,61180.0,70,403,24,29,6,24,218,2,5,5,6,3,0,0,Parent,3,55,67,704,1,18
Graduation,Together,38998.0,92,34,1,14,0,0,5,3,2,0,3,8,1,0,Parent,4,60,603,54,0,8
Graduation,Single,8028.0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,Not Parent,1,23,649,178,0,16
Graduation,Together,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,Not Parent,2,52,37,1033,1,14
Graduation,Together,34728.0,2,14,0,16,0,0,6,1,1,1,2,6,0,1,Parent,3,28,334,36,0,5
PostGraduation,Single,33168.0,0,80,1,37,0,1,3,3,2,1,4,7,0,0,Parent,2,49,624,122,0,10
PostGraduation,Together,33585.0,91,30,11,33,13,6,29,1,2,0,4,4,0,0,Parent,3,48,277,122,0,7
PostGraduation,Together,77037.0,3,463,96,333,168,53,10,1,7,7,12,3,0,0,Parent,3,54,259,1123,0,27
Graduation,Together,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,1,Parent,3,30,593,497,0,18
Graduation,Together,44529.0,98,538,13,91,17,6,26,6,6,2,11,5,0,0,Parent,3,48,359,691,1,25
